   1.2503988296967430e-01	   7.5481898174391299e-02	  -6.7413318784196707e-02	   9.1273991093704349e-02	   7.4068949328528227e-02	   5.2659544268758109e-02	   8.0325296182746114e-02	  -4.7065887003494268e-02	  -2.5430622427561979e-02	   7.0091918665055847e-02	  -6.1804358861083895e-02	   7.4452697150885774e-02	  -8.6464157435622357e-02	   1.2842349689199525e-01	  -5.3765055490647015e-02	   9.5945610788684722e-03	   6.9674595564682112e-02	   2.5933448935930425e-02	   3.2718631044222624e-02	  -9.1609174005847060e-02	   2.2182019416296182e-02	  -4.8801388730430828e-02	  -1.5088939386633807e-01	   9.1194976827482011e-02	  -2.1466596685543710e-02	   1.7156843137479158e-01	   1.6100301834689443e-02	  -7.2722922764676748e-02	   4.1708303644798807e-02	   1.4298313062473672e-02	  -2.3176507504285463e-02	   1.6075317381000673e-01	
   7.2383265614465314e-03	   8.4785432973822988e-02	   1.2514001579809603e-02	  -9.8516243277786842e-03	  -4.3512983532808254e-02	   5.4055766903233674e-02	  -4.6111755817289886e-02	  -3.3840128669469650e-02	   2.2749472865217484e-02	   3.5446083074938593e-02	   2.2317550392548947e-02	  -5.1325037719080320e-02	   6.2884151885146844e-02	   4.4489817212797142e-02	  -4.0739777443339377e-02	  -3.8502508926590892e-02	  -7.5578032950611065e-02	  -3.4053978808196383e-03	   1.5344889765671239e-03	   3.0931695888378033e-02	   4.9752678598683209e-02	  -3.7407038178274510e-02	  -2.6216323322456887e-02	  -2.4934281379217407e-02	   9.1934208216520805e-03	  -6.6190830007750653e-02	   5.9437463979595304e-02	  -3.4969736039851501e-03	  -1.6749551702050194e-02	   7.3608091451703356e-02	   1.0082469467711769e-01	  -3.0822705553037160e-03	
  -4.6239415383095811e-02	  -2.0563466545922050e-02	   4.1885699663102592e-02	  -3.2554919862341998e-02	  -1.9643889347608461e-02	  -5.3445525954666603e-02	  -2.6724326785988510e-02	  -1.9565021636378032e-02	   3.3794822587264170e-02	  -3.6035893472585387e-02	  -1.9254241159483564e-02	  -6.6224277807573201e-02	   3.5433284103378343e-02	  -3.1633060896842256e-03	   1.4276957644126934e-01	  -2.2841757986810873e-02	  -5.6448513484379487e-02	   1.9971345271762475e-02	   2.5711130428214025e-02	   9.8368555437395883e-03	  -2.8096240640715538e-02	   2.4816915658823175e-02	   1.8862521087065421e-02	   1.6079903594948590e-02	  -2.1435392591718162e-02	  -5.3985235964334584e-02	  -2.0351344954905662e-02	  -1.0042778113798142e-02	  -4.9643100155648857e-03	   6.2072357656039467e-02	  -6.1683857139257039e-04	  -5.0466921517519518e-02	
  -6.1952613095882701e-02	  -4.3529361187271201e-02	   9.6338518221981521e-03	  -1.8483871795447897e-02	   2.6053599231806038e-03	  -2.1363451050743523e-02	   7.6701987560830742e-03	  -8.9767151099547221e-03	  -6.6448587225954439e-02	  -6.9257057198103933e-02	  -4.4964125728644451e-02	   1.0117702677210794e-02	   7.2879392699544028e-03	  -7.9048563414861411e-02	   2.3142877360917833e-02	   1.0867163214480094e-02	  -2.2851491686458956e-03	   1.1617921449533906e-02	   9.5152946330500920e-02	   4.8639054597335418e-02	  -2.6998265279228051e-02	  -7.1917088953295835e-02	  -4.8171526519321599e-02	  -5.7496055057974123e-02	   2.4272230714697012e-02	  -3.5032922409670701e-02	  -6.9125698772804717e-03	  -1.9142037570265669e-02	   3.0508405313837233e-02	   1.4365201585833048e-01	  -7.8774273527044657e-03	  -1.8780093584648088e-02	
   5.1538445514516085e-02	  -6.9384773902570876e-02	  -1.5487074817707502e-02	   4.7179973833797038e-02	   8.5704257521144619e-02	   7.2076361200724803e-02	   6.1241035611710723e-02	   6.8820236721871776e-03	  -6.7978710533676837e-02	  -8.1591874597265711e-03	  -1.2284621317849301e-01	   6.2084989429282769e-02	  -8.1356216295555880e-02	   1.1530566092938629e-03	  -5.7749759750573004e-02	  -5.9204506656704847e-02	  -7.9202468091460095e-03	  -2.3579395639225356e-02	   2.4073235229149819e-02	  -6.7555899994273527e-02	   4.8532800539483632e-02	   2.8784171441775037e-02	  -9.7796600807351277e-03	  -1.8721592789534412e-02	  -2.6233872094476186e-02	   9.6679546655325133e-02	  -1.0416574300994470e-01	   3.8619618331660016e-03	   7.5207652345491274e-02	  -1.3219448052923778e-02	  -6.3932663797467024e-02	  -1.3716733170830805e-01	
  -1.4370236797975942e-02	  -4.3401309275141291e-02	  -1.6222584063182065e-02	  -6.5252888807195561e-03	  -6.5706329203336522e-02	   9.0161601783381326e-02	  -2.6376421744727471e-02	  -3.0130282708463615e-02	   1.2464975296777049e-01	   4.2184326866452938e-02	   4.4420190778788039e-02	  -1.0740479590172726e-01	  -6.8071180716318090e-03	  -1.9353107055392690e-01	  -1.4088581508831713e-01	   5.3734406798788957e-02	   9.4509124153824786e-02	   5.6129288703983850e-02	  -7.6918526716913557e-02	   6.6327446056089714e-02	   5.7509684540679062e-02	  -4.0690650488757182e-02	   6.6706566179932703e-02	  -3.8496732627618380e-02	   1.0713211578015849e-01	   1.8931763016937740e-03	  -3.6099325250268850e-03	  -3.7426772400885142e-02	  -3.9851495252968772e-02	  -4.8521389114810284e-02	   8.5001521149842260e-02	  -6.7429876000865044e-02	
   4.4738488401535846e-02	  -2.9540058345488875e-02	   4.5505313735049457e-03	   1.7175660154147475e-02	   6.5970310724062078e-02	  -9.9225679288234947e-02	   1.8475260502827148e-02	   3.5302797601855708e-02	   1.8258633961861191e-02	  -4.0063304353248404e-02	  -5.6396492885073826e-02	   7.3366712662994507e-02	   9.1212292087752805e-02	  -5.7722634647919352e-02	   1.1992633405842028e-01	  -7.9332461502125487e-02	  -3.5660117676937275e-02	  -2.0310514333747927e-02	   7.8324830183152172e-02	   5.3662280447845559e-02	  -5.3857733614764716e-02	   2.3693418152996353e-02	   5.5376476633602151e-02	   2.6350512769430516e-03	  -7.1165674380295210e-02	   3.3463392778488747e-02	   1.4090624059957172e-02	   2.1181752319032875e-02	   9.5045197173402513e-02	   5.4513323591348681e-02	  -2.9556202603803962e-02	  -8.0824069296546855e-02	
  -1.7097451154219016e-02	  -8.0731629593231033e-02	  -7.5616279064588217e-03	  -6.4781096307190353e-02	   4.1877232436917183e-02	  -1.3147239504060898e-01	  -2.4267134609686141e-02	  -3.2312723126504773e-02	  -2.7693876481460492e-02	  -1.9453264642882391e-02	  -1.6555495310466278e-02	   4.9474129415854190e-03	  -7.4346018132264453e-03	  -3.5381769397959485e-02	   1.1359646747422167e-01	  -4.9598236599554556e-02	  -1.2071024875029256e-01	  -2.1085000410753580e-02	   5.0981724674300614e-02	   8.3510334543307599e-02	   1.3788348874909212e-01	   3.1243569017999021e-02	   4.4257139081881752e-02	  -7.0851430606638111e-03	   4.2740295594606353e-03	   5.0872613364836942e-02	  -1.2441496850877823e-01	   3.4087425562409547e-02	   5.9895640336119237e-02	   9.9846909971560968e-02	  -7.3714488921213434e-02	  -1.6855078570425400e-01	
   1.8314297610263139e-02	  -3.8642571579177803e-02	   2.0657253066518496e-02	   7.5241694852528403e-03	   5.7111389581364282e-02	  -9.3134188724026915e-02	  -7.3847466199717512e-03	  -7.2721529526954556e-02	   1.0253147232455033e-01	  -2.1353814092256732e-02	   4.7270363142960577e-02	   2.1516666590124408e-02	   3.3777732523651356e-02	  -8.1047483267049164e-02	   1.8644325863320524e-01	  -1.8035921756155711e-02	  -3.8407009520708593e-02	   6.4533893478816107e-02	   2.5988263342030700e-02	   1.7302866267724135e-02	  -7.7852717980217215e-02	  -3.3613707747324299e-02	   3.3925521224492459e-02	   8.2108384681182714e-02	  -4.0470818862361077e-02	   7.5797254293132055e-02	  -1.3853705555400306e-01	  -3.4538261441176943e-02	   3.9195676382757477e-02	  -8.7486270081600873e-03	  -3.1153711803109024e-02	  -1.4464901601588087e-02	
  -3.4817447894188426e-02	  -2.0242733203085915e-02	  -2.8215751289800195e-02	  -1.0200876298288412e-01	   7.7684613327874564e-03	  -4.3856159669542982e-02	  -1.5886292246564643e-02	   5.5806461466903289e-02	  -1.0106709168897302e-01	  -3.8923754047608533e-02	  -1.0624939030151272e-01	   3.7638860316722381e-02	  -4.8295702741890101e-02	  -8.3093122546693265e-02	  -1.7620751556913941e-01	  -7.3310215573958379e-02	   1.9691737194345429e-02	  -4.1305485308744359e-02	   5.8840152481907299e-02	   2.5883154102864105e-02	   2.1893273990632048e-03	  -3.3934966720882614e-02	  -6.6821575782429236e-04	   5.8541532441466107e-02	  -8.0192223672570881e-02	   1.3630378222807195e-02	  -1.0393223481999512e-02	  -1.3628367597599023e-01	   1.4912254447376393e-02	  -4.6064195164886655e-02	  -4.1270167019016472e-02	   3.8180457907631415e-02	
